35,13,34,26,24,21
61,31,58,46,24,24
66,99,73,126,22,22
56,152,44,165,21,18
90,102,87,112,18,18
60,134,110,147,17,12
200,195,213,213,13,9
109,149,136,157,22,12
17,203,9,200,20,19
104,188,120,215,23,21
109,225,96,206,20,21
133,260,144,285,23,20
146,255,158,262,22,20
8,252,14,261,19,22
19,328,28,343,16,17
24,300,25,301,19,11
17,370,4,370,17,17
42,419,53,449,15,17
63,448,51,427,17,20
68,520,78,521,16,16
211,372,207,375,24,21
150,370,141,390,17,17
167,444,166,463,20,22
151,413,142,431,17,17
138,435,146,464,19,18
83,563,75,581,21,17
148,567,123,580,15,20
110,593,89,605,19,21
137,604,154,654,22,15
161,610,176,619,16,17
181,602,200,630,17,17
184,637,196,630,23,20
153,716,150,731,20,15
163,750,169,771,18,20
179,774,194,796,16,16
55,710,53,727,18,16
93,806,92,811,20,23
