145,27,159,18,27,30
135,40,125,53,36,31
156,31,135,52,30,28
48,218,62,219,31,29
11,159,9,174,31,27
160,175,164,188,31,31
171,204,178,211,33,29
23,245,22,274,33,35
28,273,24,292,33,31
13,495,13,490,38,35
21,531,44,537,35,34
55,517,48,536,35,33
388,20,390,43,34,34
408,102,427,126,33,30
161,520,176,511,35,33
136,491,123,461,36,37
343,217,356,235,33,30
266,256,252,262,35,31
295,251,265,267,34,31
212,298,200,305,33,32
273,370,281,385,34,36
352,395,337,419,34,34
323,426,313,458,37,35
278,519,296,531,36,33
291,512,296,530,43,35
426,569,415,548,41,42
369,576,371,579,39,41
348,505,349,516,34,34
456,494,458,503,40,39
506,571,504,581,38,39
480,464,481,436,35,36
508,451,500,448,40,39
512,549,514,555,38,42
503,393,509,390,37,38
440,319,434,315,37,35
477,338,481,333,35,35
