15,634,18,625,17,12
30,543,35,515,21,15
23,516,24,496,19,15
102,522,117,535,15,13
218,541,214,546,14,15
311,575,316,589,11,14
162,437,149,421,16,17
220,391,210,394,16,11
81,406,95,396,25,17
37,419,43,392,23,18
57,322,43,298,23,24
38,310,19,283,20,20
433,502,436,531,11,12
262,344,257,331,13,12
606,484,602,494,23,19
558,480,528,479,14,18
446,469,446,448,14,15
417,378,428,375,14,15
324,308,346,334,15,15
269,228,261,209,14,14
246,167,252,188,18,14
228,160,218,159,19,15
123,78,104,75,18,17
197,45,233,65,17,18
176,62,212,77,16,16
221,97,232,104,22,21
228,75,246,81,24,20
262,110,267,116,25,19
277,85,255,94,20,21
336,154,353,169,25,19
384,166,406,184,22,20
362,120,372,121,14,14
435,200,458,207,29,27
423,214,430,217,19,24
405,57,403,78,22,19
437,32,446,40,20,21
489,52,499,63,17,16
578,123,566,117,19,18
604,107,594,87,17,19
582,222,579,214,16,14
479,261,488,266,25,18
503,266,520,272,29,22
545,271,539,276,25,24
522,285,535,292,17,21
565,294,589,314,18,21
539,311,548,313,20,18
555,322,570,339,13,13
610,359,619,372,21,20
603,329,598,315,28,24
579,349,601,372,20,19
